Levels,0,100.00,200.00,300.00,400.00,500.00,600.00,700.00,800.00,900.00,1000.00,1100.00,1200.00,1300.00,1400.00,1500.00,1600.00,1700.00,1800.00,1900.00,2000.00,2100.00,2200.00,2300.00,2400.00,2500.00,2600.00,2700.00,2800.00,2900.00,3000.00,3100.00,3200.00,3300.00,3400.00,3500.00,3600.00,3700.00,3800.00,3900.00,4000.00,4100.00,4200.00,4300.00,4400.00,4500.00,4600.00,4700.00,4800.00,4900.00,5000.00,5100.00,5200.00,5300.00,5400.00,5500.00,5600.00,5700.00,5800.00,5900.00,6000.00,6100.00,6200.00,6300.00,6400.00,6500.00,6600.00,6700.00,6800.00,6900.00,7000.00,7100.00,7200.00,7300.00,7400.00,7500.00,7600.00,7700.00,7800.00,7900.00,8000.00,8100.00,8200.00,8300.00,8400.00,8500.00,8600.00,8700.00,8800.00,8900.00,9000.00,9100.00,9200.00,9300.00,9400.00,9500.00,9600.00,9700.00,9800.00,9900.00
²ýÂí±¤,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27910702.07,60295329.01,48011731.39,49947885.64,64800289.65,74967486.85,89989990.72,145321387.88,175506056.57,231274341.81,277238309.55,258087452.11,271466850.98,297048080.16,333422593.41,458400037.43,625870218.27,1038008463.97,1091982643.26,1135205914.24,897785894.15,804571764.93,712744098.83,588911993.90,441700408.57,350494651.44,267629159.28,207741473.10,154476938.51,96630450.72,59252049.84,35853470.51,17746489.08,8170165.10,2574177.96,962108.71,171293.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
