ID,LON,LAT,DEPTH,YEAR
9132,82.96,42.6,18,1968
9133,82.96,30.528,17,1977
9134,82.962,42.712,46,1968
9135,82.963,30.676,20,1979
9136,82.963,29.692,18,1974
9137,82.964,29.696,18,1974
9138,82.964,42.453,24,1968
9139,82.965,30.625,20,1979
9140,82.966,30.833,20,1979
9141,82.967,42.44,23,1968
9142,82.967,30.648,12,1979
9143,82.968,30.815,13,1979
9144,82.968,42.578,21,1968
9145,82.968,42.719,35,1968
9146,82.968,42.635,48,1968
9147,82.972,42.746,70,1966
9148,82.972,42.668,68,1968
9149,82.972,42.686,14,1968
9150,82.973,30.832,36,1979
9151,82.974,30.877,71,1979
9152,82.975,44.057,9,1971
9153,82.975,42.726,18,1966
9154,82.975,30.55,29,1979
9155,82.976,30.538,17,1977
9156,82.976,42.687,13,1968
9157,82.976,42.678,41,1968
9158,82.976,30.863,40,1979
9159,82.978,42.719,22,1966
9160,82.98,42.704,33,1966
9161,82.983,30.553,36,1979
9162,82.983,30.832,14,1979
9163,82.984,42.731,17,1966
9164,82.985,30.863,12,1979
9165,82.985,42.621,78,1966
9166,82.985,42.719,12,1966
9167,82.985,42.738,14,1966
9168,82.987,42.653,69,1968
9169,82.988,42.449,33,1968
9170,82.99,42.758,40,1966
9171,82.991,42.609,36,1968
9172,82.994,29.672,57,1974
9173,82.995,42.635,32,1966
9174,82.998,30.848,36,1979
9175,82.998,42.442,21,1968
9176,82.103,36.251,58,1976
9177,82.108,42.414,43,1968
9178,82.114,42.412,17,1968
9179,82.119,34.283,95,1976
9180,82.124,42.393,14,1968
9181,82.128,35.505,72,1976
9182,82.13,34.175,65,1976
9183,82.138,35.483,67,1976
9184,82.14,42.384,44,1968
9185,82.141,36.242,59,1976
9186,82.145,42.41,69,1968
9187,82.146,34.174,91,1976
9188,82.149,42.361,18,1968
9189,82.151,42.356,13,1968
9190,82.154,42.266,12,1968
9191,82.155,36.236,66,1976
9192,82.158,42.383,32,1968
9193,82.158,35.511,82,1976
9194,82.159,42.464,44,1968
9195,82.16,42.435,44,1968
9196,82.161,34.148,89,1976
9197,82.162,42.391,37,1968
9198,82.163,42.265,20,1968
9199,82.164,42.403,66,1968
9200,82.164,34.202,60,1976
9201,82.165,42.342,16,1968
9202,83.002,42.462,21,1968
9203,83.004,42.602,42,1968
9204,83.004,42.634,47,1966
9205,83.01,42.44,15,1968
9206,83.011,42.589,25,1968
9207,83,30.833,78,1979
9208,83.002,30.831,17,1979
9209,83.002,29.69,42,1974
9210,83.003,42.672,89,1966
9211,83.004,29.683,12,1974
9212,83.008,42.709,24,1966
9213,83.008,42.692,34,1966
9214,83.008,30.49,12,1977
9215,83.011,42.723,40,1966
9216,83.012,30.533,29,1977
9217,83.012,42.711,10,1966
9218,83.013,30.508,34,1977
9219,83.013,29.701,37,1974
9220,83.013,42.705,13,1966
9221,83.014,42.713,10,1966
9222,83.016,29.697,16,1974
9223,83.017,30.818,17,1979
9224,83.017,42.7,15,1966
9225,83.017,42.74,15,1966
9226,83.017,42.734,19,1966
9227,83.017,42.696,11,1966
9228,83.018,29.664,36,1974
9229,83.019,30.804,17,1979
9230,83.02,42.713,15,1966
9231,83.02,42.721,12,1966
9232,83.02,42.728,16,1966
9233,83.022,29.686,62,1974
9234,83.025,30.515,29,1977
9235,83.025,30.513,17,1977
9236,83.025,30.53,32,1979
9237,83.025,30.81,17,1979
9238,83.026,29.025,10,1974
9239,83.027,42.746,21,1966
9240,83.029,29.655,41,1974
9241,83.03,30.52,11,1979
9242,83.03,29.682,17,1974
9243,83.036,29.66,14,1974
9244,83.036,42.758,34,1966
9245,83.039,42.69,92,1966
9246,83.04,29.646,14,1974
9247,83.043,30.517,17,1979
9248,83.045,29.64,17,1974
9249,83.047,29.663,16,1974
9250,83.049,29.582,20,1974
9251,83.049,42.734,15,1966
9252,83.053,42.731,14,1966
9253,83.055,42.7,56,1966
9254,83.055,30.805,17,1979
9255,83.056,42.737,15,1966
9256,83.06,42.743,13,1966
9257,83.065,30.508,36,1979
9258,83.066,42.741,14,1966
9259,83.066,30.815,17,1979
9260,83.067,30.8,20,1979
9261,83.067,42.703,17,1966
9262,83.068,29.629,16,1974
9263,83.069,29.615,12,1974
9264,83.07,29.704,18,1974
9265,83.078,42.69,71,1966
9266,83.078,30.817,20,1979
9267,83.08,42.722,54,1966
9268,83.087,29.605,16,1974
9269,83.087,43.003,16,1966
9270,83.087,30.554,38,1979
9271,83.09,42.691,16,1966
9272,83.093,42.746,25,1966
9273,83.093,30.81,12,1979
9274,83.098,29.617,30,1974
9275,83.1,30.567,38,1979
9276,83.1,42.742,45,1966
9277,83.101,43.031,16,1966
9278,83.102,43.002,23,1966
9279,83.108,30.576,29,1979
9280,83.108,42.71,62,1966
9281,83.11,29.624,48,1974
9282,83.111,42.74,39,1966
9283,83.116,30.588,36,1979
9284,83.121,42.731,62,1966
9285,83.124,29.63,28,1974
9286,83.125,30.587,29,1979
9287,83.125,30.592,11,1979
9288,83.132,42.748,21,1966
9289,83.144,43.998,8,1970
9290,83.146,29.626,33,1974
9291,83.15,30.607,17,1979
9292,83.15,43.998,10,1970
9293,83.154,42.979,43,1966
9294,83.163,44.008,38,1970
9295,83.163,29.613,18,1974
9296,83.024,42.594,39,1966
9297,83.028,31.897,77,1977
9298,83.03,42.61,58,1966
9299,83.03,42.629,17,1966
9300,83.031,42.579,28,1966
9301,83.033,42.656,13,1966
9302,83.167,42.667,89,1966
9303,83.168,42.556,34,1966
9304,83.169,42.553,15,1966
9305,83.169,43.983,8,1970
9306,83.171,42.992,14,1966
9307,83.175,43.989,15,1970
9308,83.175,42.709,18,1966
9309,83.175,44.007,40,1970
9310,83.178,42.719,41,1966
9311,83.178,42.991,15,1966
9312,83.179,43.983,6,1970
9313,83.181,43.987,11,1970
9314,83.183,44,14,1970
9315,83.184,42.991,13,1966
9316,83.186,42.563,21,1966
9317,83.187,44.005,18,1970
9318,83.187,42.741,27,1966
9319,83.187,43.998,22,1970
9320,83.188,42.637,38,1966
9321,83.188,42.729,13,1966
9322,83.191,42.691,15,1966
9323,83.191,44.066,12,1971
9324,83.192,29.612,29,1974
9325,83.195,44.055,14,1971
9326,83.197,42.646,53,1966
9327,83.2,42.57,18,1966
9328,83.201,44,34,1970
9329,83.202,42.994,24,1966
9330,83.202,29.628,9,1974
9331,83.203,42.687,45,1966
9332,83.204,42.631,29,1966
9333,83.205,42.647,39,1966
9334,83.211,44.064,27,1971
9335,83.212,42.7,31,1966
9336,83.214,42.691,18,1966
9337,83.217,42.646,35,1966
9338,83.221,42.703,35,1966
9339,83.222,44.001,44,1970
9340,83.225,43.994,9,1970
9341,83.225,44.065,18,1971
9342,83.227,43.958,8,1970
9343,83.227,43.965,13,1970
9344,83.227,29.623,7,1974
9345,83.228,42.646,37,1966
9346,83.228,42.664,15,1966
9347,83.229,44.031,21,1970
9348,83.23,42.639,18,1966
9349,83.231,42.667,14,1966
9350,83.231,43.963,10,1970
9351,83.232,42.733,49,1966
9352,83.233,44,24,1970
9353,83.233,42.569,37,1966
9354,83.233,29.643,20,1974
9355,83.235,43.994,24,1970
9356,83.236,42.646,37,1966
9357,83.237,44.002,34,1970
9358,83.238,44.969,39,1970
9359,83.238,43.981,14,1970
9360,83.24,44.048,17,1970
9361,83.24,44.074,11,1971
9362,83.241,44.292,15,1971
9363,83.241,44.063,9,1971
9364,83.241,44.023,18,1970
9365,83.241,43.959,19,1970
9366,83.246,43.978,36,1970
9367,83.246,43.956,10,1970
9368,83.246,44.07,12,1971
9369,83.247,43.982,24,1970
9370,83.249,42.537,17,1968
9371,83.249,44.287,23,1971
9372,83.25,44.014,18,1970
9373,83.251,44.036,67,1970
9374,83.254,44.02,20,1970
9375,83.254,44.28,26,1971
9376,83.255,44.292,38,1971
9377,83.258,42.54,17,1968
9378,83.259,44.177,14,1971
9379,83.26,43.963,21,1970
9380,83.261,44.285,16,1971
9381,83.262,43.961,14,1970
9382,83.262,42.548,51,1968
9383,83.263,42.645,15,1966
9384,83.265,42.569,38,1966
9385,83.266,44.298,17,1971
9386,83.266,42.69,13,1966
9387,83.267,30.665,17,1979
9388,83.267,44.018,54,1970
9389,83.267,30.667,12,1979
9390,83.268,29.607,12,1974
9391,83.268,42.541,19,1968
9392,83.268,44.033,66,1971
9393,83.27,30.555,12,1979
9394,83.271,30.723,32,1979
9395,83.272,42.685,26,1966
9396,83.274,29.598,29,1974
9397,83.275,30.742,54,1979
9398,83.275,30.667,29,1979
9399,83.276,42.571,18,1966
9400,83.276,30.744,29,1979
9401,83.277,30.695,17,1979
9402,83.277,42.664,11,1966
9403,83.28,44.294,49,1971
9404,83.28,30.551,15,1979
9405,83.28,30.541,40,1979
9406,83.28,43.004,20,1966
9407,83.28,42.543,27,1968
9408,83.281,42.678,33,1966
9409,83.281,30.533,12,1979
9410,83.281,44.205,9,1971
9411,83.281,44.185,47,1971
9412,83.281,29.502,15,1974
9413,83.281,42.556,65,1966
9414,83.282,43.004,21,1966
9415,83.282,30.73,20,1979
9416,83.283,30.689,17,1979
9417,83.283,30.682,17,1979
9418,83.284,44.207,16,1971
9419,83.284,30.677,12,1979
9420,83.285,30.533,20,1979
9421,83.287,42.655,28,1966
9422,83.288,30.629,42,1979
9423,83.288,30.548,17,1979
9424,83.288,44.279,7,1971
9425,83.288,44.04,42,1971
9426,83.289,30.737,17,1979
9427,83.29,44.2,27,1971
9428,83.29,30.535,17,1979
9429,83.291,30.533,12,1979
9430,83.292,30.776,17,1979
9431,83.292,30.745,52,1979
9432,83.292,30.683,36,1979
9433,83.292,44.278,8,1971
9434,83.293,44.023,56,1971
9435,83.294,29.569,8,1974
9436,83.294,44.293,46,1971
9437,83.294,44.263,13,1971
9438,83.296,30.678,29,1979
9439,83.296,30.65,40,1979
9440,83.296,30.574,17,1979
9441,83.297,30.716,17,1979
9442,83.298,44.178,18,1971
9443,83.298,44.189,34,1971
9444,83.298,44.27,28,1971
9445,83.299,30.717,36,1979
9446,83.3,30.795,7,1979
9447,83.3,30.762,12,1979
9448,83.3,30.634,43,1979
9449,83.3,30.588,17,1979
9450,83.3,44.013,27,1971
9451,83.301,30.733,29,1979
9452,83.301,30.692,12,1979
9453,83.301,43.053,15,1966
9454,83.303,44.283,66,1966
9455,83.303,44.008,40,1971
9456,83.303,30.659,29,1979
9457,83.304,42.64,37,1966
9458,83.308,29.573,9,1974
9459,83.308,30.725,36,1979
9460,83.308,30.583,29,1979
9461,83.309,44.273,32,1971
9462,83.311,30.775,46,1979
9463,83.311,43.994,14,1970
9464,83.312,44.187,45,1971
9465,83.313,30.646,42,1979
9466,83.313,30.571,64,1979
9467,83.313,30.554,20,1979
9468,83.313,30.538,71,1979
9469,83.314,44.019,30,1971
9470,83.314,42.675,15,1966
9471,83.315,44.316,14,1966
9472,83.316,42.707,28,1966
9473,83.317,30.683,62,1979
9474,83.317,30.593,20,1979
9475,83.317,30.587,12,1979
9476,83.317,44.277,34,1966
9477,83.317,43.999,43,1971
9478,83.317,30.629,17,1979
9479,83.317,30.717,34,1979
9480,83.319,44.221,10,1971
9481,83.319,44.174,9,1971
9482,83.319,44.18,28,1971
9483,83.322,44.024,14,1971
9484,83.322,43.942,18,1970
9485,83.323,30.7,48,1979
9486,83.324,42.552,33,1966
9487,83.325,30.642,53,1979
9488,83.326,43.975,22,1970
9489,83.327,43.985,18,1970
9490,83.328,42.675,14,1966
9491,83.328,44.216,28,1971
9492,83.33,30.567,17,1979
9493,83.33,30.588,56,1979
9494,83.33,44.1,51,1971
9495,83.331,42.687,18,1966
9496,83.332,44.268,54,1966
9497,83.332,30.55,29,1979
9498,83.332,30.563,17,1979
9499,83.332,44.111,25,1971
9500,83.332,29.504,15,1974
9501,83.333,42.552,15,1966
9502,83.037,42.595,7,1966
9503,83.037,42.665,38,1966
9504,83.037,30.885,57,1977
9505,83.039,42.621,15,1966
9506,83.041,42.574,14,1966
9507,83.041,42.609,31,1966
9508,83.044,36.342,53,1976
9509,83.334,42.674,28,1966
9510,83.335,44.188,53,1971
9511,83.335,43.974,43,1970
9512,83.336,43.964,18,1970
9513,83.336,30.634,17,1979
9514,83.338,29.544,14,1974
9515,83.338,43.992,49,1971
9516,83.34,44.1,10,1971
9517,83.34,44.119,16,1971
9518,83.34,42.692,29,1966
9519,83.34,30.658,32,1979
9520,83.34,30.584,53,1979
9521,83.34,29.537,18,1974
9522,83.341,30.626,20,1979
9523,83.341,44.215,40,1971
9524,83.341,44.124,11,1971
9525,83.342,30.599,49,1979
9526,83.342,42.536,11,1968
9527,83.342,44.11,26,1971
9528,83.344,42.704,13,1966
9529,83.346,30.613,48,1979
9530,83.347,30.673,69,1979
9531,83.348,44.1,31,1971
9532,83.348,44.268,34,1966
9533,83.349,44.211,41,1971
9534,83.35,30.642,76,1979
9535,83.35,42.552,45,1966
9536,83.351,30.601,36,1979
9537,83.352,42.542,39,1966
9538,83.352,44.259,14,1966
9539,83.352,43.995,29,1971
9540,83.353,30.621,12,1979
9541,83.354,42.668,13,1966
9542,83.355,44.214,38,1971
9543,83.355,44.096,46,1971
9544,83.357,30.655,17,1979
9545,83.357,44.197,46,1971
9546,83.357,44.162,7,1971
9547,83.358,30.548,9,1979
9548,83.358,42.565,14,1966
9549,83.359,44.027,15,1971
9550,83.36,30.554,8,1979
9551,83.362,44.19,30,1971
9552,83.362,44.009,11,1971
9553,83.362,44.017,16,1971
9554,83.363,44.163,16,1971
9555,83.364,44.212,42,1971
9556,83.364,44.155,24,1971
9557,83.364,44.095,32,1971
9558,83.365,29.523,12,1974
9559,83.366,42.489,13,1968
9560,83.367,44.252,9,1966
9561,83.367,30.562,54,1979
9562,83.367,30.55,17,1979
9563,83.367,43.997,40,1971
9564,83.367,43.984,10,1970
9565,83.368,29.496,24,1974
9566,83.369,42.505,14,1966
9567,83.369,42.566,33,1966
9568,83.369,42.721,17,1966
9569,83.37,44.163,23,1971
9570,83.371,43.981,8,1970
9571,83.371,29.513,30,1974
9572,83.372,42.53,40,1966
9573,83.372,42.556,66,1966
9574,83.373,43.999,25,1971
9575,83.373,44.253,12,1966
9576,83.374,30.588,43,1979
9577,83.374,29.532,11,1974
9578,83.375,43.977,12,1970
9579,83.375,30.55,10,1979
9580,83.375,43.965,15,1970
9581,83.375,44.086,57,1971
9582,83.376,42.673,15,1966
9583,83.377,42.394,13,1968
9584,83.377,43.986,22,1970
9585,83.377,43.013,44,1966
9586,83.377,44.189,47,1971
9587,83.377,44.158,36,1971
9588,83.378,43.973,14,1970
9589,83.379,29.49,6,1974
9590,83.379,43.97,7,1970
9591,83.379,30.551,17,1979
9592,83.38,30.571,36,1979
9593,83.382,30.518,20,1979
9594,83.382,44.259,10,1966
9595,83.383,30.5,12,1979
9596,83.383,30.548,38,1979
9597,83.383,30.565,32,1979
9598,83.384,42.487,56,1966
9599,83.385,30.543,12,1979
9600,83.385,30.532,12,1979
9601,83.385,44.076,16,1971
9602,83.386,44.189,37,1971
9603,83.386,44.25,9,1966
9604,83.387,43.994,47,1971
9605,83.387,42.574,19,1966
9606,83.388,42.504,12,1966
9607,83.392,44.245,25,1966
9608,83.392,44.2,70,1971
9609,83.394,42.405,13,1968
9610,83.394,30.525,17,1979
9611,83.395,44.193,16,1971
9612,83.395,44.11,36,1971
9613,83.396,42.569,20,1966
9614,83.396,42.502,19,1966
9615,83.397,44.106,11,1971
9616,83.399,43.03,13,1966
9617,83.4,44.25,10,1966
9618,83.4,30.518,32,1979
9619,83.4,44.081,67,1971
9620,83.4,44.01,23,1971
9621,83.4,43.995,9,1971
9622,83.401,42.405,13,1968
9623,83.403,42.556,21,1966
9624,83.404,44.102,36,1971
9625,83.404,29.425,12,1974
9626,83.404,30.543,17,1979
9627,83.407,44.239,37,1966
9628,83.407,42.404,14,1968
9629,83.408,43.992,8,1970
9630,83.408,29.449,18,1974
9631,83.41,43.992,7,1970
9632,83.411,44.004,45,1971
9633,83.411,42.561,40,1966
9634,83.411,30.534,29,1979
9635,83.411,42.499,18,1966
9636,83.413,44.077,52,1971
9637,83.413,44.147,15,1971
9638,83.414,44.06,23,1971
9639,83.416,30.53,17,1979
9640,83.417,30.549,17,1979
9641,83.418,30.55,14,1979
9642,83.419,42.555,22,1966
9643,83.419,42.641,14,1966
9644,83.419,44.16,45,1971
9645,83.42,44.063,15,1971
9646,83.42,31.637,84,1977
9647,83.42,43.987,16,1970
9648,83.421,29.358,19,1974
9649,83.423,43.98,7,1970
9650,83.423,44.06,11,1971
9651,83.424,29.421,33,1974
9652,83.424,42.638,13,1966
9653,83.424,44.229,44,1971
9654,83.425,43.985,12,1970
9655,83.425,44.181,48,1971
9656,83.425,30.52,43,1979
9657,83.425,42.496,31,1966
9658,83.425,44.056,7,1971
9659,83.427,44.168,31,1971
9660,83.428,44.238,25,1966
9661,83.43,31.608,86,1977
9662,83.431,44.207,93,1971
9663,83.431,44.15,52,1968
9664,83.431,43.987,16,1970
9665,83.432,44.155,36,1968
9666,83.432,44.075,97,1971
9667,83.433,43.997,61,1971
9668,83.435,42.553,21,1966
9669,83.435,44.185,23,1968
9670,83.438,44.241,11,1966
9671,83.438,30.512,20,1979
9672,83.441,44.23,38,1966
9673,83.441,29.365,10,1974
9674,83.442,43.03,34,1966
9675,83.442,44.164,53,1968
9676,83.442,29.427,19,1974
9677,83.443,44.176,42,1968
9678,83.443,44.042,36,1971
9679,83.444,29.31,18,1974
9680,83.445,42.639,15,1966
9681,83.445,29.322,12,1974
9682,83.446,42.567,47,1966
9683,83.447,43.059,19,1966
9684,83.447,44.13,38,1968
9685,83.447,44.239,51,1966
9686,83.448,29.374,11,1974
9687,83.448,43.919,18,1970
9688,83.448,43.944,9,1970
9689,83.448,43.047,12,1966
9690,83.449,44.224,28,1966
9691,83.449,43.053,17,1966
9692,83.45,43.988,33,1970
9693,83.45,31.064,54,1977
9694,83.451,42.498,16,1966
9695,83.452,29.328,17,1974
9696,83.452,44.004,32,1971
9697,83.452,31.694,78,1977
9698,83.452,29.301,29,1974
9699,83.452,43.048,10,1966
9700,83.453,44.115,11,1968
9701,83.453,44.126,28,1968
9702,83.453,29.415,35,1974
9703,83.455,42.639,13,1966
9704,83.455,29.359,16,1974
9705,83.455,43.039,15,1966
9706,83.455,29.449,29,1974
9707,83.456,44.098,10,1971
9708,83.457,44.244,12,1966
9709,83.457,29.295,32,1974
9710,83.457,44.084,15,1971
9711,83.458,42.495,20,1966
9712,83.458,31.121,105,1977
9713,83.458,44.219,17,1966
9714,83.458,29.446,14,1974
9715,83.458,43.048,18,1966
9716,83.458,44.166,12,1968
9717,83.459,29.334,14,1974
9718,83.46,44.171,39,1968
9719,83.461,44.005,11,1971
9720,83.461,44.001,21,1970
9721,83.461,44.214,45,1966
9722,83.461,43.92,35,1970
9723,83.462,44.022,14,1971
9724,83.462,44.088,42,1968
9725,83.463,44.11,60,1968
9726,83.463,43.932,8,1970
9727,83.464,29.286,17,1974
9728,83.464,42.496,15,1966
9729,83.464,44.1,34,1968
9730,83.465,44.24,29,1966
9731,83.465,42.556,30,1966
9732,83.465,44.008,14,1971
9733,83.466,44.014,50,1971
9734,83.466,42.502,33,1966
9735,83.467,30.525,10,1979
9736,83.467,44.03,48,1971
9737,83.467,43.044,41,1966
9738,83.467,31.604,63,1977
9739,83.467,43.927,35,1970
9740,83.467,42.464,17,1966
9741,83.467,42.636,18,1966
9742,83.468,43.916,15,1966
9743,83.469,44.077,32,1968
9744,83.469,44.009,12,1971
9745,83.469,44.124,12,1968
9746,83.47,42.498,17,1966
9747,83.47,29.279,40,1974
9748,83.47,44.002,23,1970
9749,83.471,43.938,43,1970
9750,83.472,30.95,64,1977
9751,83.472,44.083,14,1968
9752,83.472,44.208,28,1966
9753,83.472,29.416,15,1974
9754,83.472,44.192,10,1968
9755,83.473,44.165,33,1968
9756,83.474,29.421,9,1974
9757,83.475,43.923,9,1966
9758,83.475,42.552,38,1966
9759,83.475,44.044,72,1971
9760,83.476,44.204,42,1966
9761,83.477,43.944,19,1970
9762,83.477,42.505,16,1966
9763,83.478,43.001,7,1970
9764,83.479,43.951,16,1970
9765,83.479,31.061,76,1977
9766,83.482,43.929,51,1966
9767,83.482,30.52,29,1979
9768,83.483,43.043,10,1966
9769,83.483,44.196,39,1968
9770,83.483,43.942,14,1966
9771,83.483,44.165,23,1968
9772,83.485,43.951,15,1970
9773,83.487,43.05,44,1966
9774,83.487,31.584,66,1977
9775,83.487,29.322,18,1974
9776,83.487,29.285,42,1974
9777,83.488,44.208,12,1966
9778,83.488,44.24,9,1966
9779,83.488,43.042,17,1966
9780,83.489,29.297,20,1974
9781,83.489,31.747,60,1977
9782,83.489,43.956,10,1970
9783,83.49,44.059,92,1968
9784,83.492,29.32,14,1974
9785,83.492,43.927,13,1966
9786,83.492,43.967,14,1970
9787,83.492,44.21,19,1966
9788,83.493,44.009,61,1970
9789,83.493,44.203,27,1968
9790,83.494,29.293,12,1974
9791,83.494,43.924,9,1966
9792,83.495,29.276,17,1974
9793,83.496,29.301,29,1974
9794,83.496,43.922,7,1966
9795,83.496,43.048,12,1966
9796,83.496,43.958,14,1966
9797,83.497,29.287,28,1974
9798,83.498,29.267,35,1974
9799,83.499,43.969,15,1970
9800,83.499,44.072,15,1968
9801,83.5,30.991,69,1977
9802,83.051,36.35,54,1976
9803,83.051,42.564,20,1966
9804,83.052,42.598,39,1966
9805,83.054,42.606,31,1966
9806,83.059,42.547,24,1968
9807,83.06,42.556,37,1966
9808,83.062,36.374,60,1976
9809,83.5,29.304,7,1974
9810,83.5,42.552,19,1966
9811,83.501,43.063,15,1966
9812,83.501,43.056,15,1966
9813,83.502,42.546,37,1966
9814,83.502,43.045,15,1966
9815,83.503,29.327,19,1974
9816,83.503,44.192,10,1968
9817,83.504,44.033,69,1968
9818,83.506,31.599,87,1977
9819,83.506,43.983,35,1970
9820,83.506,44.017,74,1968
9821,83.507,44.088,47,1968
9822,83.508,43.974,17,1966
9823,83.508,42.459,39,1966
9824,83.508,44.1,40,1968
9825,83.508,31.063,80,1977
9826,83.509,29.326,17,1974
9827,83.509,29.357,17,1974
9828,83.509,44.208,41,1966
9829,83.511,43.043,20,1966
9830,83.511,44.112,21,1968
9831,83.511,44.108,12,1968
9832,83.512,29.262,57,1974
9833,83.512,44.12,12,1968
9834,83.512,44.116,12,1968
9835,83.513,29.357,12,1974
9836,83.513,44.046,43,1968
9837,83.514,44.102,10,1968
9838,83.515,31.788,51,1977
9839,83.516,31.697,86,1976
9840,83.517,44.127,25,1968
9841,83.517,44.071,55,1968
9842,83.518,31.719,82,1976
9843,83.518,29.219,11,1974
9844,83.519,43.046,15,1966
9845,83.52,29.247,11,1974
9846,83.521,29.354,42,1974
9847,83.521,31.516,82,1977
9848,83.522,42.452,33,1968
9849,83.522,44.057,24,1968
9850,83.522,43.036,16,1966
9851,83.522,43.993,37,1968
9852,83.522,44.102,70,1968
9853,83.523,29.241,12,1974
9854,83.523,44.201,10,1968
9855,83.523,31.617,49,1976
9856,83.524,44.136,28,1968
9857,83.524,42.465,37,1966
9858,83.524,43.041,15,1966
9859,83.524,44.214,11,1966
9860,83.524,31.678,94,1976
9861,83.524,31.691,85,1976
9862,83.524,31.587,42,1977
9863,83.525,44.038,37,1968
9864,83.526,29.282,18,1974
9865,83.526,29.217,12,1974
9866,83.526,29.225,48,1974
9867,83.527,44.007,10,1968
9868,83.527,29.267,51,1974
9869,83.528,31.762,86,1976
9870,83.528,43.962,21,1966
9871,83.528,44.085,55,1968
9872,83.529,31.49,61,1977
9873,83.529,43.054,20,1966
9874,83.529,42.468,14,1966
9875,83.53,43.982,30,1966
9876,83.531,31.736,92,1976
9877,83.531,29.301,19,1974
9878,83.532,44.077,39,1968
9879,83.532,31.084,75,1977
9880,83.532,44.032,13,1968
9881,83.532,31.505,34,1977
9882,83.533,42.454,48,1968
9883,83.533,44.067,36,1968
9884,83.533,42.473,28,1966
9885,83.533,29.278,31,1974
9886,83.535,44.135,10,1968
9887,83.537,43.965,31,1966
9888,83.538,29.301,12,1974
9889,83.538,44.146,14,1968
9890,83.538,43.983,16,1966
9891,83.539,29.26,41,1974
9892,83.54,44.135,11,1968
9893,83.54,44.096,9,1968
9894,83.541,44.063,13,1968
9895,83.541,44.118,22,1968
9896,83.541,29.27,17,1974
9897,83.541,31.037,59,1977
9898,83.542,29.264,11,1974
9899,83.542,42.449,27,1968
9900,83.543,43.954,43,1966
9901,83.543,43.988,67,1968
9902,83.543,31.774,73,1976
9903,83.543,29.29,21,1974
9904,83.543,43.97,12,1966
9905,83.543,44.093,19,1968
9906,83.543,29.276,40,1974
9907,83.544,43.057,44,1966
9908,83.544,44.062,10,1968
9909,83.544,29.26,10,1974
9910,83.545,31.789,76,1976
9911,83.545,29.205,18,1974
9912,83.546,42.475,17,1966
9913,83.546,30.529,32,1979
9914,83.547,29.295,38,1974
9915,83.548,43.987,9,1966
9916,83.548,44.12,25,1968
9917,83.548,43.946,23,1966
9918,83.548,44.107,14,1968
9919,83.549,42.449,17,1968
9920,83.55,43.991,31,1968
9921,83.55,29.256,30,1974
9922,83.552,29.249,31,1974
9923,83.552,43.052,38,1966
9924,83.554,29.29,20,1974
9925,83.554,42.474,17,1966
9926,83.554,44.078,12,1968
9927,83.557,31.661,109,1976
9928,83.557,29.251,18,1974
9929,83.557,44.125,7,1968
9930,83.558,43.078,11,1966
9931,83.558,43.057,32,1966
9932,83.559,29.207,33,1974
9933,83.559,43.907,15,1966
9934,83.559,43.868,15,1966
9935,83.559,29.342,17,1974
9936,83.56,29.233,8,1974
9937,83.56,30.482,32,1979
9938,83.561,29.215,28,1974
9939,83.561,29.245,22,1974
9940,83.561,43.993,33,1968
9941,83.562,29.31,53,1974
9942,83.562,43.035,10,1966
9943,83.563,43.05,30,1966
9944,83.563,30.472,17,1979
9945,83.564,42.474,19,1966
9946,83.564,29.211,11,1974
9947,83.564,29.302,33,1974
9948,83.564,43.875,38,1966
9949,83.564,43.079,15,1966
9950,83.565,43.913,14,1966
9951,83.565,29.329,42,1974
9952,83.566,30.472,17,1979
9953,83.567,29.259,12,1974
9954,83.569,44.032,23,1968
9955,83.569,44.12,9,1968
9956,83.569,31.639,107,1976
9957,83.57,43.078,28,1966
9958,83.571,30.505,17,1979
9959,83.572,29.194,11,1974
9960,83.572,29.206,16,1974
9961,83.572,29.26,15,1974
9962,83.573,42.462,12,1968
9963,83.574,43.068,21,1966
9964,83.574,43.913,21,1966
9965,83.574,42.469,18,1968
9966,83.575,29.289,12,1974
9967,83.575,30.476,20,1979
9968,83.576,29.314,12,1974
9969,83.576,43.061,34,1966
9970,83.576,31.622,112,1976
9971,83.577,29.206,9,1974
9972,83.578,29.333,36,1974
9973,83.578,29.299,49,1974
9974,83.578,42.476,18,1966
9975,83.578,43.996,63,1968
9976,83.579,29.322,51,1974
9977,83.579,43.98,116,1966
9978,83.579,29.314,13,1974
9979,83.58,43.969,37,1966
9980,83.58,44.031,33,1968
9981,83.58,30.5,34,1979
9982,83.58,30.476,20,1979
9983,83.58,43.876,12,1968
9984,83.581,43.882,51,1966
9985,83.583,42.464,35,1968
9986,83.583,30.497,32,1979
9987,83.583,44.023,15,1968
9988,83.584,43.848,14,1968
9989,83.585,43.917,34,1966
9990,83.585,43.068,33,1966
9991,83.585,44.02,36,1968
9992,83.586,30.528,34,1979
9993,83.588,43.045,18,1966
9994,83.589,42.403,50,1968
9995,83.589,42.463,18,1968
9996,83.59,42.475,28,1966
9997,83.59,43.058,29,1966
9998,83.591,31.878,72,1976
9999,83.592,44.01,42,1968
10000,83.592,44.015,15,1968
10001,83.594,43.92,43,1966
10002,83.594,43.88,17,1968
10003,83.595,43.86,18,1968
10004,83.595,43.856,21,1968
10005,83.595,43.866,33,1968
