ID,LON,LAT,DEPTH,YEAR
1,100.104,38.094,13.5,1970
2,100.112,38.096,14.4,1970
3,100.121,38.092,12.6,1970
4,100.177,27.096,22.5,1968
5,100.177,27.149,36.9,1968
6,100.179,27.089,23.4,1968
7,100.187,27.133,30.6,1968
8,100.187,27.17,47.7,1968
9,100.188,27.2,36,1968
10,100.189,27.186,33.3,1968
11,100.189,27.088,11.7,1968
12,100.19,27.117,7.2,1968
13,100.19,27.098,27.9,1968
14,100.191,27.132,19.8,1968
15,100.191,27.16,40.5,1968
16,100.192,27.106,9.9,1968
17,100.195,27.108,27,1968
18,100.2,27.132,21.6,1968
19,100.201,27.081,34.2,1968
20,100.205,27.121,44.1,1968
21,100.205,27.127,15.3,1968
22,100.208,31.49,55.8,1971
23,100.208,31.473,42.3,1971
24,100.208,38.385,15.3,1970
25,100.209,27.113,33.3,1968
26,100.218,38.384,13.5,1970
27,100.228,31.469,46.8,1971
28,100.231,38.383,14.4,1970
29,100.233,38.387,18.9,1970
30,100.236,38.115,9,1970
31,100.236,31.484,61.2,1971
32,100.24,38.407,9,1970
33,100.244,38.382,26.1,1970
34,100.245,38.372,12.6,1970
35,100.259,38.373,27.9,1970
36,100.264,31.471,54.9,1971
37,100.277,38.298,13.5,1970
38,100.279,38.304,12.6,1970
39,100.294,38.288,19.8,1970
40,100.298,38.299,15.3,1970
41,100.304,38.298,20.7,1970
42,100.306,38.379,12.6,1970
43,100.306,38.339,18,1970
44,100.313,38.333,18.9,1970
45,100.315,38.294,17.1,1970
46,100.317,38.301,26.1,1970
47,100.318,38.37,12.6,1970
48,100.32,38.299,11.7,1970
49,100.321,38.318,15.3,1970
50,100.322,38.293,21.6,1970
51,100.323,38.348,8.1,1970
52,100.323,38.333,19.8,1970
53,100.327,38.367,31.5,1970
54,100.328,38.328,29.7,1970
55,100.329,38.315,21.6,1970
56,100.336,38.328,18.9,1970
57,100.336,38.319,13.5,1970
58,100.336,38.292,21.6,1970
59,100.348,38.313,20.7,1970
60,100.352,38.313,16.2,1970
61,100.355,28.409,13.5,1971
62,100.356,28.418,45.9,1971
63,100.36,28.366,13.5,1971
64,100.36,38.39,14.4,1970
65,100.362,28.41,18.9,1971
66,100.363,38.393,19.8,1970
67,100.364,38.389,11.7,1970
68,100.365,28.371,32.4,1971
69,100.365,28.377,35.1,1971
70,100.371,28.414,17.1,1971
71,100.375,38.292,19.8,1970
72,100.377,27.364,31.5,1971
73,100.378,38.301,11.7,1970
74,100.379,39.309,21.6,1970
75,100.383,28.378,50.4,1971
76,100.385,38.301,17.1,1970
77,100.387,38.311,10.8,1970
78,100.394,38.297,22.5,1970
79,100.403,38.3,13.5,1970
80,100.404,38.293,21.6,1970
81,100.409,38.306,26.1,1970
82,100.415,38.324,19.8,1970
83,100.417,38.273,13.5,1970
84,100.418,38.302,18.9,1970
85,100.419,38.253,16.2,1970
86,100.42,31.435,14.4,1971
87,100.421,38.311,20.7,1970
88,100.421,38.246,14.4,1970
89,100.425,38.272,13.5,1970
90,100.426,28.401,37.8,1971
91,100.429,38.246,10.8,1970
92,100.431,38.305,33.3,1970
93,100.432,31.432,29.7,1971
94,100.432,38.268,11.7,1970
95,100.432,38.256,28.8,1970
96,100.433,38.295,18,1970
97,100.438,38.273,32.4,1970
98,100.444,38.264,17.1,1970
99,100.452,38.268,22.5,1970
100,100.455,38.261,19.8,1970
101,100.457,38.268,21.6,1970
102,100.462,38.26,12.6,1970
103,100.463,38.258,9,1970
104,100.465,38.27,13.5,1970
105,100.468,38.277,13.5,1970
106,100.47,38.261,16.2,1970
107,100.48,38.296,16.2,1970
108,100.487,38.281,18,1970
109,100.493,38.281,15.3,1970
110,100.497,38.274,18,1970
111,100.502,38.281,23.4,1970
112,100.51,38.28,21.6,1970
113,100.513,38.31,9.9,1970
114,100.52,38.296,12.6,1970
115,100.522,38.277,20.7,1970
116,100.526,38.306,13.5,1970
117,100.529,38.255,15.3,1970
118,100.537,38.261,20.7,1970
119,100.537,38.255,7.2,1970
120,100.54,38.249,18,1970
121,100.546,38.265,17.1,1970
122,100.547,38.253,20.7,1970
123,100.55,38.264,13.5,1970
124,100.57,38.25,9,1970
125,100.573,38.247,12.6,1970
126,100.574,38.255,13.5,1970
127,100.581,38.25,18.9,1970
128,100.582,38.244,25.2,1970
129,100.587,38.243,9,1970
130,100.59,38.24,29.7,1970
131,100.599,38.24,21.6,1970
132,100.599,38.251,27.9,1970
133,100.602,38.247,21.6,1970
134,100.602,38.27,15.3,1970
135,100.605,38.245,9,1970
136,100.608,38.266,13.5,1970
137,100.617,38.27,24.3,1970
138,100.621,38.238,21.6,1970
139,100.628,38.271,21.6,1970
140,100.633,38.269,21.6,1970
141,100.642,38.289,11.7,1973
142,100.651,38.262,17.1,1970
143,100.661,38.259,10.8,1970
144,100.101,27.339,14.4,1968
145,100.121,27.342,32.4,1968
146,100.128,27.343,15.3,1968
147,100.13,27.335,24.3,1968
148,100.139,27.342,27,1968
149,101.203,29.336,30.6,1971
150,101.221,29.197,18.9,1971
151,101.223,29.193,26.1,1971
152,101.23,29.206,35.1,1971
153,101.236,29.218,46.8,1971
154,101.237,29.205,32.4,1971
155,101.238,29.23,36.9,1971
156,101.241,29.227,51.3,1971
157,101.243,29.237,30.6,1971
158,101.245,29.207,43.2,1971
159,101.245,29.213,18.9,1971
160,101.246,29.219,28.8,1971
161,101.249,29.244,15.3,1971
162,101.252,29.241,20.7,1971
163,101.252,29.235,16.2,1971
164,101.254,29.224,32.4,1971
165,101.274,29.294,22.5,1971
166,101.277,29.327,19.8,1971
167,101.278,29.265,26.1,1971
168,101.28,29.254,27,1971
169,101.286,31.097,27.9,1971
170,101.286,31.115,40.5,1971
171,101.293,31.105,29.7,1971
172,101.294,33.293,51.3,1970
173,101.309,29.176,20.7,1971
174,101.309,31.044,27.9,1971
175,101.312,37.768,14.4,1973
176,101.312,37.687,23.4,1973
177,101.313,29.184,15.3,1971
178,101.313,29.18,15.3,1971
179,101.315,29.187,15.3,1971
180,101.316,29.172,29.7,1971
181,101.317,31.051,31.5,1971
182,101.317,37.767,8.1,1973
183,101.317,37.767,10.8,1973
184,101.318,29.206,17.1,1971
185,101.32,29.196,31.5,1971
186,101.321,37.764,12.6,1973
187,101.323,29.206,18.9,1971
188,101.325,31.057,38.7,1971
189,101.33,29.212,36,1971
190,101.33,31.07,31.5,1971
191,101.338,31.062,42.3,1971
192,101.341,29.221,26.1,1971
193,101.343,37.75,11.7,1973
194,101.345,29.21,36.9,1971
195,101.348,37.745,10.8,1973
196,101.35,37.75,15.3,1973
197,101.353,31.002,15.3,1971
198,101.367,37.733,9,1973
199,101.377,29.25,32.4,1971
200,101.377,29.246,15.3,1971
201,101.382,29.283,32.4,1971
202,101.404,37.699,16.2,1973
203,101.406,37.697,7.2,1973
204,101.408,29.29,20.7,1971
205,101.408,37.761,11.7,1973
206,101.409,37.692,10.8,1973
207,101.417,37.752,21.6,1973
208,101.419,37.687,15.3,1973
209,101.425,37.691,11.7,1973
210,101.427,37.747,22.5,1973
211,101.427,37.742,9,1973
212,101.429,37.739,10.8,1973
213,101.43,37.692,11.7,1973
214,101.437,37.737,18.9,1973
215,101.439,37.744,28.8,1973
217,101.446,37.747,15.3,1973
218,101.448,37.728,23.4,1973
219,101.451,37.741,34.2,1973
220,101.453,37.724,13.5,1973
221,101.455,37.755,7.2,1973
222,101.457,37.757,9.9,1973
223,101.459,37.735,26.1,1973
224,101.462,37.72,36,1973
225,101.466,37.756,20.7,1973
226,101.47,37.687,26.1,1973
227,101.47,37.683,12.6,1973
228,101.471,37.712,22.5,1973
229,101.471,37.729,40.5,1973
230,101.478,37.685,15.3,1973
231,101.479,37.675,29.7,1973
232,101.479,37.759,16.2,1973
233,101.484,37.705,41.4,1973
234,101.485,37.655,11.7,1973
235,101.485,37.727,44.1,1973
236,101.486,37.663,13.5,1973
237,101.489,37.659,15.3,1973
238,101.49,37.692,13.5,1973
239,101.492,37.655,11.7,1973
240,101.493,37.715,32.4,1973
241,101.493,37.635,6.3,1973
242,101.498,37.636,18,1973
243,101.5,37.691,46.8,1973
244,101.5,37.707,43.2,1973
245,101.501,37.736,18,1973
246,101.516,37.626,19.8,1973
247,101.517,37.684,43.2,1973
248,101.524,37.705,42.3,1973
249,101.527,37.7,18.9,1973
250,101.528,37.612,18,1973
251,101.528,37.686,48.6,1973
252,101.529,37.673,19.8,1973
253,101.531,37.606,17.1,1973
254,101.532,37.711,25.2,1973
255,101.533,37.72,21.6,1973
256,101.538,37.669,9,1973
257,101.538,37.705,13.5,1973
258,101.54,37.673,22.5,1973
259,101.545,37.601,22.5,1973
260,101.545,37.709,29.7,1973
261,101.545,37.715,27.9,1973
262,101.55,37.655,19.8,1973
263,101.551,37.652,13.5,1973
264,101.551,37.714,29.7,1973
265,101.554,37.71,11.7,1973
266,101.555,37.592,17.1,1973
267,101.559,37.646,7.2,1973
268,101.559,37.649,26.1,1973
269,101.56,37.569,11.7,1973
270,101.56,37.714,13.5,1973
271,101.563,37.569,14.4,1973
272,101.567,37.715,15.3,1973
273,101.571,37.715,9,1973
274,101.572,37.649,21.6,1973
275,101.576,30.964,30.6,1971
276,101.577,37.714,18,1973
277,101.58,30.973,31.5,1971
278,101.58,37.647,22.5,1973
279,101.58,37.653,17.1,1973
280,101.583,30.961,18.9,1971
281,101.584,37.642,18.9,1973
282,101.588,37.637,11.7,1973
283,101.59,37.643,10.8,1973
284,101.601,37.634,29.7,1973
285,101.61,30.896,20.7,1971
286,101.617,37.591,10.8,1973
287,101.62,30.911,26.1,1971
288,101.625,37.589,21.6,1973
289,101.63,37.612,21.6,1973
290,101.632,37.583,18.9,1973
291,101.637,37.512,12.6,1973
292,101.637,37.583,13.5,1973
293,101.637,37.501,11.7,1973
294,101.639,37.607,13.5,1973
295,101.639,37.609,9,1973
296,101.639,37.592,37.8,1973
297,101.64,37.583,8.1,1973
298,101.643,37.584,9,1973
299,101.644,37.505,11.7,1973
300,101.649,37.583,23.4,1973
301,101.649,37.596,10.8,1973
302,101.65,37.636,9.9,1973
303,101.651,37.643,16.2,1973
304,101.651,37.575,15.3,1973
305,101.654,37.601,14.4,1973
306,101.654,37.639,14.4,1973
307,101.655,37.581,20.7,1973
308,101.655,37.643,14.4,1973
309,101.656,37.603,22.5,1973
310,101.658,37.625,20.7,1973
311,101.658,37.625,13.5,1973
312,101.664,37.631,23.4,1973
313,101.668,37.598,9.9,1973
314,101.671,37.604,36.9,1973
315,101.675,37.619,23.4,1973
316,101.677,37.596,8.1,1973
317,101.677,37.626,24.3,1973
318,101.678,37.611,22.5,1973
319,101.679,37.577,13.5,1973
320,101.682,37.578,10.8,1973
321,101.686,37.569,7.2,1973
322,101.687,37.627,9.9,1973
323,101.687,37.505,26.1,1973
324,101.687,37.61,19.8,1970
325,101.689,37.571,18,1973
326,101.69,37.568,6.3,1973
327,101.691,37.613,31.5,1973
328,101.695,37.506,18.9,1973
329,101.696,37.524,18,1973
330,101.696,37.673,9,1973
331,101.696,29.307,36.9,1971
332,101.701,37.524,13.5,1973
333,101.703,29.215,27.9,1971
334,101.704,37.673,21.6,1973
335,101.705,37.511,13.5,1973
336,101.708,37.495,19.8,1973
337,101.708,29.308,32.4,1971
338,101.708,37.503,36,1973
339,101.709,30.339,27.9,1971
340,101.71,29.299,21.6,1971
341,101.712,29.218,27,1971
342,101.714,37.495,15.3,1973
343,101.714,30.326,34.2,1971
344,101.719,37.494,10.8,1973
345,101.72,37.496,23.4,1973
346,101.722,37.544,14.4,1973
347,101.724,29.262,15.3,1971
348,101.726,29.395,48.6,1971
349,101.726,29.266,15.3,1971
350,101.733,37.539,12.6,1973
351,101.733,37.496,27,1973
352,101.735,37.548,39.6,1973
353,101.737,37.575,9,1970
354,101.739,37.536,23.4,1973
355,101.741,37.568,10.8,1973
356,101.743,37.572,10.8,1970
357,101.743,37.569,6.3,1970
358,101.747,37.528,21.6,1973
359,101.748,37.542,40.5,1970
360,101.752,37.522,18.9,1973
361,101.756,37.518,27.9,1973
362,101.759,37.527,36.9,1970
363,101.759,31.105,29.7,1971
364,101.773,37.518,23.4,1973
365,101.775,37.528,52.2,1970
366,101.776,37.523,9.9,1973
367,101.782,37.523,12.6,1973
368,101.784,29.478,28.8,1971
369,101.79,37.525,29.7,1973
370,101.792,37.532,22.5,1970
371,101.795,29.461,30.6,1971
372,101.796,29.448,19.8,1971
373,101.797,37.53,33.3,1970
374,101.8,29.436,13.5,1971
375,101.801,37.524,9.9,1970
376,101.801,29.442,18.9,1971
377,101.804,37.512,23.4,1973
378,101.805,29.437,15.3,1971
379,101.807,37.51,9.9,1973
380,101.808,37.518,34.2,1970
381,101.809,37.488,20.7,1973
382,101.81,37.508,17.1,1973
383,101.812,29.424,16.2,1971
384,101.813,29.633,12.6,1971
385,101.816,37.496,11.7,1973
386,101.817,37.511,36,1970
387,101.818,37.488,16.2,1973
388,101.819,37.506,19.8,1973
389,101.819,29.632,18,1971
390,101.82,29.421,13.5,1971
391,101.82,29.642,14.4,1971
392,101.821,29.65,31.5,1971
393,101.821,29.635,31.5,1971
394,101.824,29.642,19.8,1971
395,101.825,37.49,29.7,1973
396,101.825,37.505,12.6,1973
397,101.826,37.509,19.8,1973
398,101.828,29.561,25.2,1971
399,101.829,29.649,23.4,1971
400,101.83,37.514,21.6,1970
401,101.833,29.663,54,1971
402,101.835,37.508,9,1973
403,101.835,29.104,10.8,1971
404,101.836,29.678,60.3,1971
405,101.838,29.563,35.1,1971
406,101.839,37.509,10.8,1973
407,101.839,37.514,27,1970
408,101.84,37.487,27.9,1973
409,101.841,29.42,14.4,1971
410,101.841,29.723,41.4,1971
411,101.841,29.567,18,1971
412,101.843,29.755,24.3,1971
413,101.843,29.651,62.1,1971
414,101.843,29.097,27.9,1971
415,101.844,29.106,39.6,1971
416,101.844,29.74,52.2,1971
417,101.845,29.101,16.2,1971
418,101.845,29.732,23.4,1971
419,101.848,29.712,16.2,1971
420,101.848,29.7,61.2,1971
421,101.851,29.561,29.7,1971
422,101.854,29.77,63,1971
423,101.857,29.614,73.8,1971
424,101.857,29.553,26.1,1971
425,101.859,29.635,33.3,1971
426,101.861,29.777,38.7,1971
427,101.862,29.63,21.6,1971
428,101.867,29.626,17.1,1971
429,101.867,29.736,86.4,1971
430,101.868,29.552,23.4,1971
431,101.87,29.623,18.9,1971
432,101.87,29.584,108,1971
433,101.871,29.289,11.7,1971
434,101.874,29.688,15.3,1971
435,101.875,29.295,29.7,1971
436,101.875,29.287,15.3,1971
437,101.875,29.892,36.9,1971
438,101.878,29.705,62.1,1971
439,101.878,29.833,78.3,1971
440,101.884,29.815,27,1971
441,101.884,29.297,44.1,1971
442,101.884,29.687,35.1,1971
443,101.891,29.636,125.1,1971
444,101.893,29.303,12.6,1971
445,101.894,29.752,21.6,1971
446,101.897,29.748,13.5,1971
447,101.899,29.556,53.1,1971
448,101.9,29.304,20.7,1971
449,101.904,29.745,36,1971
450,101.906,29.297,32.4,1971
451,101.907,29.654,16.2,1971
452,101.91,29.559,44.1,1971
453,101.91,29.739,54,1971
454,101.91,29.82,67.5,1971
455,101.91,29.313,47.7,1971
456,101.912,29.292,13.5,1971
457,101.913,29.288,9,1971
458,101.915,29.655,39.6,1971
459,101.916,30.625,32.4,1971
460,101.917,29.732,18,1971
461,101.918,29.302,26.1,1971
462,101.919,29.834,57.6,1971
463,101.92,29.53,23.4,1971
464,101.922,29.553,72.9,1971
465,101.924,29.661,27,1971
466,101.929,29.309,36,1971
467,101.93,29.731,57.6,1971
468,101.932,29.78,101.7,1971
469,101.933,29.671,58.5,1971
470,101.935,29.331,45.9,1971
471,101.937,29.527,63.9,1971
472,101.939,29.831,83.7,1971
473,101.942,29.809,62.1,1971
474,101.944,29.568,78.3,1971
475,101.946,29.594,117,1971
476,101.95,29.314,31.5,1971
477,101.953,29.608,18.9,1971
478,101.959,29.607,19.8,1971
479,101.959,29.334,31.5,1971
480,101.96,29.549,43.2,1971
481,101.96,29.747,35.1,1971
482,101.96,30.304,28.8,1971
483,101.961,29.529,52.2,1971
484,101.962,29.32,34.2,1971
485,101.965,29.862,33.3,1971
486,101.965,29.608,26.1,1971
487,101.966,29.814,41.4,1971
488,101.967,29.635,117.9,1971
489,101.968,29.612,17.1,1971
490,101.973,29.337,15.3,1971
491,101.974,29.326,42.3,1971
492,101.975,29.85,44.1,1971
493,101.976,29.814,16.2,1971
494,101.977,30.297,55.8,1971
495,101.981,29.81,28.8,1971
496,101.982,29.833,52.2,1971
497,101.989,29.81,42.3,1971
498,101.111,33.303,28.8,1971
499,101.116,33.298,29.7,1971
500,102.015,30.197,25.2,1971
501,102.034,37.587,12.6,1970
502,102.036,37.576,7.2,1970
503,102.041,37.576,10.8,1970
504,102.045,37.587,13.5,1970
505,102.05,37.613,8.1,1970
506,102.05,37.59,9,1970
507,102.051,37.592,7.2,1970
508,102.053,37.615,9,1970
509,102.058,37.62,9,1970
510,102.058,37.608,9.9,1970
511,102.058,37.594,23.4,1970
512,102.058,37.589,26.1,1970
513,102.063,37.598,16.2,1970
514,102.064,37.56,13.5,1970
515,102.065,37.61,9,1970
516,102.067,37.603,16.2,1970
517,102.067,37.564,11.7,1970
518,102.069,37.583,23.4,1970
519,102.07,37.568,9,1970
520,102.071,37.593,17.1,1970
521,102.082,37.584,18,1970
522,102.089,37.558,7.2,1970
523,102.093,37.583,22.5,1970
524,102.095,37.574,35.1,1970
525,102.101,37.595,18,1970
526,102.102,37.586,25.2,1970
527,102.104,37.597,9.9,1970
528,102.108,37.602,14.4,1970
529,102.11,37.578,35.1,1970
530,102.111,37.622,15,
531,102.112,37.591,31,
532,102.112,37.608,18,
533,102.114,37.601,15,
534,102.116,37.561,18,1970
535,102.118,37.578,8,1970
536,102.12,37.582,27,
537,102.121,37.577,12,1970
538,102.123,37.555,22,1970
539,102.124,37.575,25,
540,102.133,37.585,17,
541,102.137,37.553,18,1970
542,102.144,37.545,18,1970
543,102.147,37.586,28,
544,102.15,37.577,16,1970
545,102.151,37.569,11,1970
546,102.152,37.589,15,
547,102.154,37.543,12,1970
548,102.156,37.588,12,
549,102.162,37.587,28,
550,102.017,30.205,29,1971
551,102.169,30.586,35,1971
552,102.169,37.587,14,
553,102.175,37.539,11,1970
554,102.176,37.599,17,
555,102.179,37.604,14,
556,102.18,37.587,23,
557,102.185,37.577,11,1970
558,102.185,37.583,23,
559,102.185,37.594,16,
560,102.188,37.572,25,1970
561,102.191,37.584,13,
562,102.192,30.635,38,1971
563,102.203,37.583,14,
564,102.215,37.579,23,
565,102.22,37.572,15,1970
566,102.221,37.578,12,
567,102.231,37.574,20,
568,102.293,30.663,33,1971
569,102.329,30.602,21,1971
570,102.05,29.967,25,1971
571,102.34,30.599,15,1971
572,102.052,30.029,17,1971
573,102.054,30.022,20,1971
574,102.055,29.983,23,1971
575,102.057,30.016,35,1971
576,102.058,29.97,23,1971
577,102.061,29.958,33,1971
578,102.061,30.002,44,1971
579,102.063,29.995,37,1971
580,102.065,29.977,54,1972
581,102.066,30.021,24,1971
582,102.583,31.615,12,1971
583,102.63,31.67,13,1971
584,102.647,31.505,32,1971
585,102.651,31.692,22,1971
586,102.067,29.952,22,1971
587,102.07,30.016,40,1972
588,102.076,29.942,42,1972
589,102.078,29.958,38,1972
590,102.081,29.977,17,1972
591,102.082,29.95,17,1972
592,102.683,31.544,18,1971
593,102.691,31.458,40,1971
594,102.692,31.39,15,1971
595,102.698,31.389,13,1971
596,102.704,31.262,23,1971
597,102.708,31.389,34,1971
598,102.709,31.285,27,1971
599,102.711,31.418,19,1971
600,102.713,31.271,16,1971
601,102.715,32.289,25,1971
602,102.717,32.295,44,1971
603,102.721,31.293,24,1971
604,102.722,32.273,18,1971
605,102.726,32.268,22,1971
606,102.729,31.301,26,1971
607,102.73,32.297,17,1971
608,102.735,31.303,37,1971
609,102.753,31.141,31,1971
610,102.754,31.15,28,1971
611,102.754,32.237,18,1971
612,102.758,31.156,15,1971
613,102.761,32.239,14,1971
614,102.763,32.232,32,1971
615,102.765,31.266,31,1971
616,102.766,32.236,40,1971
617,102.767,32.226,14,1971
618,102.769,31.253,35,1971
619,102.771,32.228,20,1971
620,102.771,31.284,22,1971
621,102.774,31.268,37,1971
622,102.777,32.224,15,1971
623,102.783,31.282,35,1971
624,102.784,32.224,19,1971
625,102.832,31.276,23,1971
626,102.834,31.269,17,1971
627,102.839,31.262,15,1971
628,102.843,32.007,17,1971
629,102.845,32.015,34,1971
630,102.853,31.259,15,1971
631,102.862,31.262,20,1971
632,102.867,31.266,21,1971
633,102.874,31.468,15,1971
634,102.874,31.461,22,1971
635,102.879,31.465,20,1971
636,102.881,31.727,21,1971
637,102.889,31.464,13,1971
638,102.892,31.944,13,1971
639,102.893,31.462,18,1971
640,102.893,31.948,13,1971
641,102.907,31.208,50,1971
642,102.92,31.115,30,1971
643,102.921,31.173,15,1971
644,102.923,31.107,21,1971
645,102.933,31.127,21,1971
646,102.934,31.103,34,1971
647,102.934,31.12,33,1971
648,102.935,31.262,11,1971
649,102.943,31.264,23,1971
650,102.95,31.179,26,1971
651,102.959,31.702,10,1971
652,102.96,31.697,9,1971
653,102.966,31.699,19,1971
654,102.991,31.278,15,1971
655,102.997,31.276,32,1971
657,103.011,31.891,19,1971
658,103.013,31.655,38,1971
659,103.02,31.148,35,1971
660,103.022,31.646,37,1971
661,103.027,31.343,39,1971
662,103.027,31.337,10,1971
663,103.031,31.155,28,1971
664,103.036,31.32,15,1971
665,103.039,31.167,12,1971
666,103.04,31.31,20,1971
667,103.042,31.359,26,1971
668,103.416,31.471,13,1971
669,103.05,31.326,41,1971
670,103.053,31.302,18,1971
671,103.082,31.289,17,1971
672,103.082,31.904,15,1971
673,103.096,31.274,46,1971
674,103.9,32.659,37,1970
675,103.901,32.664,15,1970
676,103.11,31.276,31,1971
677,103.114,31.291,53,1971
678,103.118,31.274,40,1971
679,103.119,31.317,31,1971
680,103.132,31.272,15,1971
681,103.141,31.304,15,1971
682,103.161,31.301,12,1971
683,103.162,31.296,15,1971
684,18.073,35.499,21,1983
685,29.69,27.825,48,
686,29.708,28.128,32,
687,29.827,29.723,8,1974
688,70.792,36.755,47,1975
689,73.453,39.284,59,1975
690,73.484,39.281,62,1975
691,73.5,39.292,29,1975
692,73.566,39.281,91,1975
693,73.568,39.259,58,1975
694,73.572,39.284,78,1975
695,73.58,39.26,24,1975
696,73.585,39.249,93,1975
697,73.608,39.446,95,1965
698,73.614,38.824,26,1965
699,73.614,38.82,44,1965
700,73.623,39.257,26,1975
701,73.628,39.412,77,1965
702,73.632,39.247,66,1975
703,73.635,38.814,18,1965
704,73.639,39.463,92,1965
705,73.64,39.275,14,1975
706,73.647,39.219,59,1975
707,73.647,38.841,56,1965
708,73.65,39.248,34,1975
709,73.651,38.826,53,1965
710,73.652,39.206,40,1975
711,73.654,39.281,52,1975
712,73.66,39.235,71,1975
713,73.661,39.196,42,1975
714,73.662,39.25,33,1975
715,73.666,39.406,36,1965
716,73.667,39.278,35,1975
717,73.667,39.461,66,1965
718,73.668,38.835,77,1965
719,73.669,39.234,18,1975
720,73.67,38.823,54,1965
721,73.672,39.169,89,1975
722,73.676,39.278,47,1975
723,73.678,39.4,18,1965
724,73.679,39.647,111,1965
725,73.683,39.462,18,1965
726,73.691,39.401,13,1965
727,73.694,39.463,22,1965
728,73.694,39.176,32,1975
729,73.695,39.183,21,1975
730,73.697,38.849,51,1965
731,73.698,39.286,50,1975
732,73.699,39.151,73,1975
733,73.702,39.405,15,1965
734,73.702,39.164,34,1975
735,73.702,39.169,23,1975
736,73.708,38.862,40,1965
737,73.709,39.46,39,1965
738,73.709,39.223,50,1975
739,73.712,38.874,38,1965
740,73.713,39.283,49,1975
741,73.714,38.887,25,1965
742,73.716,38.893,61,1965
743,73.72,39.296,13,1975
744,73.721,38.853,75,1965
745,73.722,39.207,56,1975
746,73.723,39.087,47,1975
747,73.723,38.839,65,1965
748,73.725,39.457,40,1965
749,73.726,39.126,103,1975
750,73.727,39.103,54,1975
751,73.727,39.285,43,1975
752,73.73,39.642,102,1965
753,73.731,39.074,65,1975
754,73.734,39.289,10,1975
755,73.738,38.858,38,1965
756,73.739,38.904,43,1965
757,73.74,39.043,48,1975
758,73.74,38.911,15,1965
759,73.741,38.809,69,1965
760,73.741,38.839,74,1965
761,73.743,39.188,67,1975
762,73.744,39.06,60,1975
763,73.744,39.292,41,1975
764,73.746,39.302,18,1975
765,73.747,39.311,35,1975
766,73.75,38.929,16,1965
767,73.751,38.814,59,1965
768,73.752,39.144,16,1975
769,73.752,39.457,44,1965
770,73.752,39.172,58,1975
771,73.752,39.294,10,1975
772,73.753,39.033,53,1975
773,73.754,38.803,23,1965
774,73.754,39.11,45,1975
775,73.755,39.302,32,1975
776,73.755,39.073,48,1975
777,73.755,38.929,20,1965
778,73.756,38.787,32,1965
779,73.757,39.308,12,1975
780,73.758,39.133,51,1975
781,73.761,38.776,51,1965
782,73.761,39.195,51,1975
783,73.762,39.291,18,1975
784,73.763,39.209,18,1975
785,73.764,39.157,70,1975
786,73.764,38.791,46,1965
787,73.764,38.845,26,1965
788,73.765,39.302,23,1975
789,73.768,38.856,17,1965
790,73.77,39.641,49,1965
791,73.772,39.125,67,1975
792,73.772,38.781,44,1965
793,73.772,38.872,28,1965
794,73.777,38.855,15,1965
795,73.777,39.033,61,1975
796,73.784,38.85,14,1965
797,73.784,39.162,19,1975
798,73.785,39.646,66,1965
799,73.788,39.46,62,1965
800,73.79,39.153,55,1975
801,73.791,38.926,50,1965
802,73.794,38.784,55,1965
803,73.796,38.917,36,1965
804,73.796,39.653,20,1965
805,73.797,39.181,42,1975
806,73.805,39.461,63,1965
807,73.805,39.643,73,1965
808,73.806,38.778,28,1965
809,73.807,38.806,21,1965
810,73.808,39.184,37,1975
811,73.808,39.045,71,1975
812,73.809,39.192,35,1975
813,73.812,39.069,38,1975
814,73.812,39.197,24,1975
815,73.814,38.915,45,1965
816,73.814,39.079,58,1975
817,73.814,39.062,29,1975
818,73.82,39.044,36,1975
819,73.821,39.205,13,1975
820,73.822,38.913,43,1965
821,73.823,39.094,42,1975
822,73.826,39.076,55,1975
823,73.827,39.51,23,1965
824,73.828,39.088,28,1975
825,73.828,39.096,29,1975
826,73.83,39.571,16,1965
827,73.831,39.542,27,1965
828,73.831,39.053,54,1975
829,73.831,39.065,50,1975
830,73.833,39.647,79,1965
831,73.838,38.918,51,1965
832,73.839,38.599,46,1965
833,73.84,39.56,26,1965
834,73.84,39.513,42,1965
835,73.841,39.552,23,1965
836,73.846,39.466,114,1965
837,73.847,38.935,42,1965
838,73.848,38.825,16,1965
839,73.85,39.533,17,1965
840,73.851,38.592,55,1965
841,73.851,38.796,15,1965
842,73.852,38.829,23,1965
843,73.852,38.918,57,1965
844,73.852,39.557,52,1965
845,73.855,38.945,56,1965
846,73.855,38.844,25,1965
847,73.855,38.798,24,1965
848,73.855,38.908,21,1965
849,73.855,39.537,20,1965
850,73.856,39.09,52,1975
851,73.857,39.061,42,1975
852,73.858,38.982,62,1975
853,73.861,39.547,37,1965
854,73.862,39.514,50,1965
855,73.862,38.912,51,1965
856,73.863,39.659,89,1965
857,73.865,106.033,67,1975
858,73.865,39.069,52,1975
859,73.868,38.587,67,1965
860,73.87,38.79,45,1965
861,73.87,39.127,40,1975
862,73.872,39.062,47,1975
863,73.873,39.135,20,1975
864,73.873,39.105,71,1975
865,73.874,38.955,88,1975
866,73.876,39.553,72,1965
867,73.878,39.133,15,1975
868,73.88,39.123,41,1975
869,73.885,39.527,63,1965
870,73.887,39.268,22,1975
871,73.887,39.107,49,1975
872,73.889,38.968,53,1975
873,73.89,38.59,53,1965
874,73.892,39.492,95,1965
